C_SOURCE;C_ORG_ID;C_ORG;I_CONTR;C_BDGT_CONTRSTAT;C_BDGT_CONTRINEX;C_BDGT_ANGGARAN;C_PGM;C_PGM_SUB;C_PGM_VER;C_COA_DR;C_COA_CR;C_CY;V_BDGT_MONTH1;V_BDGT_MONTH2;V_BDGT_MONTH3;V_BDGT_MONTH4;V_BDGT_MONTH5;V_BDGT_MONTH6;V_BDGT_MONTH7;V_BDGT_MONTH8;V_BDGT_MONTH9;V_BDGT_MONTH10;V_BDGT_MONTH11;V_BDGT_MONTH12;V_BDGT_TOTAL;V_BDGT_SALDOMONTH1;V_BDGT_SALDOMONTH2;V_BDGT_SALDOMONTH3;V_BDGT_SALDOMONTH4;V_BDGT_SALDOMONTH5;V_BDGT_SALDOMONTH6;V_BDGT_SALDOMONTH7;V_BDGT_SALDOMONTH8;V_BDGT_SALDOMONTH9;V_BDGT_SALDOMONTH10;V_BDGT_SALDOMONTH11;V_BDGT_SALDOMONTH12;V_BDGT_SALDOTOTAL;I_ENTRY;D_ENTRY;C_ORG_CENTER;C_ORG_DIT;C_BDGT_CAT;V_BDGT_PLANMONTH1;V_BDGT_PLANMONTH2;V_BDGT_PLANMONTH3;V_BDGT_PLANMONTH4;V_BDGT_PLANMONTH5;V_BDGT_PLANMONTH6;V_BDGT_PLANMONTH7;V_BDGT_PLANMONTH8;V_BDGT_PLANMONTH9;V_BDGT_PLANMONTH10;V_BDGT_PLANMONTH11;V_BDGT_PLANMONTH12;V_BDGT_PLANTOTAL;C_STAT_BDGT;I_REF_UPDBDGT;D_REF_UPDBDGT;C_ORG_CONTR;V_BDGT_ADDMONTH1;V_BDGT_ADDMONTH2;V_BDGT_ADDMONTH3;V_BDGT_ADDMONTH4;V_BDGT_ADDMONTH5;V_BDGT_ADDMONTH6;V_BDGT_ADDMONTH7;V_BDGT_ADDMONTH8;V_BDGT_ADDMONTH9;V_BDGT_ADDMONTH10;V_BDGT_ADDMONTH11;V_BDGT_ADDMONTH12;V_BDGT_ADDTOTAL;C_BDGT_STAT;I_PMN;D_PMN;I_ORDER
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;907;50C;A23;IDR;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;3120000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;3120000;900293;0005-07-21 00:00:00.000;AK0000;;-;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;260000;3120000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;907;50D;A23;IDR;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;6228000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;6228000;900293;0005-07-21 00:00:00.000;AK0000;;-;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;519000;6228000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;907;50E;A23;IDR;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;10656000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;10656000;900293;0005-07-21 00:00:00.000;AK0000;;-;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;888000;10656000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;907;50G;A23;IDR;0;0;0;0;0;0;0;0;17560000;0;0;0;17560000;0;0;0;0;0;0;0;0;17560000;0;0;0;17560000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;0;0;0;0;17560000;0;0;0;17560000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;62C;A23;IDR;0;0;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;1000000;0;0;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;1000000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;1000000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;62D;A23;IDR;0;0;0;67000;67000;67000;67000;67000;67000;66000;66000;66000;600000;0;0;0;67000;67000;67000;67000;67000;67000;66000;66000;66000;600000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;67000;67000;67000;67000;67000;67000;66000;66000;66000;600000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;63A;A23;IDR;125000;88000;125000;125000;125000;125000;125000;125000;125000;125000;125000;125000;1463000;125000;88000;125000;125000;125000;125000;125000;125000;125000;125000;125000;125000;1463000;900293;0005-07-21 00:00:00.000;AK0000;;-;125000;88000;125000;125000;125000;125000;125000;125000;125000;125000;125000;125000;1463000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;63Z;A23;IDR;0;0;0;113000;113000;113000;113000;113000;113000;113000;113000;113000;1017000;0;0;0;113000;113000;113000;113000;113000;113000;113000;113000;113000;1017000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;113000;113000;113000;113000;113000;113000;113000;113000;113000;1017000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;52A;A23;IDR;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;3000000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;3000000;900293;0005-07-21 00:00:00.000;AK0000;;-;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;250000;3000000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;62A;A23;IDR;0;0;0;0;138000;138000;138000;138000;138000;138000;138000;138000;1104000;0;0;0;0;138000;138000;138000;138000;138000;138000;138000;138000;1104000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;138000;138000;138000;138000;138000;138000;138000;138000;1104000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;62B;A23;IDR;0;0;0;0;125000;125000;125000;125000;125000;125000;125000;63000;938000;0;0;0;0;125000;125000;125000;125000;125000;125000;125000;63000;938000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;125000;125000;125000;125000;125000;125000;125000;63000;938000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;67B;A23;IDR;0;63000;31000;313000;313000;313000;313000;313000;313000;313000;313000;219000;2817000;0;63000;31000;313000;313000;313000;313000;313000;313000;313000;313000;219000;2817000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;63000;31000;313000;313000;313000;313000;313000;313000;313000;313000;219000;2817000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;67C;A23;IDR;0;0;0;250000;313000;250000;313000;250000;313000;313000;250000;313000;2565000;0;0;0;250000;313000;250000;313000;250000;313000;313000;250000;313000;2565000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;250000;313000;250000;313000;250000;313000;313000;250000;313000;2565000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;67G;A23;IDR;250000;250000;125000;469000;469000;469000;469000;469000;469000;469000;469000;469000;4846000;250000;250000;125000;469000;469000;469000;469000;469000;469000;469000;469000;469000;4846000;900293;0005-07-21 00:00:00.000;AK0000;;-;250000;250000;125000;469000;469000;469000;469000;469000;469000;469000;469000;469000;4846000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;69A;A23;IDR;0;0;0;0;0;313000;313000;313000;313000;313000;313000;313000;2191000;0;0;0;0;0;313000;313000;313000;313000;313000;313000;313000;2191000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;0;313000;313000;313000;313000;313000;313000;313000;2191000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;70D;A23;IDR;0;0;0;31000;31000;31000;31000;31000;31000;31000;31000;31000;279000;0;0;0;31000;31000;31000;31000;31000;31000;31000;31000;31000;279000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;31000;31000;31000;31000;31000;31000;31000;31000;31000;279000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;72C;A23;IDR;0;0;0;0;288000;288000;288000;288000;288000;288000;288000;269000;2285000;0;0;0;0;288000;288000;288000;288000;288000;288000;288000;269000;2285000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;288000;288000;288000;288000;288000;288000;288000;269000;2285000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50A;A23;IDR;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;46824000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;46824000;900293;0005-07-21 00:00:00.000;AK0000;;-;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;3902000;46824000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50B;A23;IDR;858000;561000;525000;376000;376000;376000;376000;376000;376000;376000;376000;376000;5328000;858000;561000;525000;376000;376000;376000;376000;376000;376000;376000;376000;376000;5328000;900293;0005-07-21 00:00:00.000;AK0000;;-;858000;561000;525000;376000;376000;376000;376000;376000;376000;376000;376000;376000;5328000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50C;A23;IDR;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;696000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;696000;900293;0005-07-21 00:00:00.000;AK0000;;-;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;696000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50D;A23;IDR;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;1380000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;1380000;900293;0005-07-21 00:00:00.000;AK0000;;-;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;115000;1380000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50E;A23;IDR;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;2364000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;2364000;900293;0005-07-21 00:00:00.000;AK0000;;-;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;197000;2364000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50G;A23;IDR;0;0;0;0;0;0;0;0;3902000;0;0;0;3902000;0;0;0;0;0;0;0;0;3902000;0;0;0;3902000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;0;0;0;0;3902000;0;0;0;3902000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50H;A23;IDR;0;0;0;0;0;749000;0;0;0;0;0;0;749000;0;0;0;0;0;749000;0;0;0;0;0;0;749000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;0;749000;0;0;0;0;0;0;749000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;906;50I;A23;IDR;0;0;0;0;0;0;375000;0;0;0;0;0;375000;0;0;0;0;0;0;375000;0;0;0;0;0;375000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;0;0;0;375000;0;0;0;0;0;375000;;;;AI0000;;;;;;;;;;;;;;;;;
COL;CO;AK0000;Operasional Thn 2000;A3 ;I  ;2000;GS;COR;905;66B;A23;IDR;0;0;0;156000;156000;156000;156000;156000;156000;156000;156000;156000;1404000;0;0;0;156000;156000;156000;156000;156000;156000;156000;156000;156000;1404000;900293;0005-07-21 00:00:00.000;AK0000;;-;0;0;0;156000;156000;156000;156000;156000;156000;156000;156000;156000;1404000;;;;AI0000;;;;;;;;;;;;;;;;;
